Time,Force_Node1
19.2,196.75
19.3,196.61
19.4,196.96
19.5,197.13
19.6,197.14
19.7,196.86
19.8,196.76
19.9,196.97
20.0,196.58
20.1,197.16
20.2,196.75
20.3,196.80
20.4,196.70
20.5,196.74
20.6,196.71
20.7,196.87
20.8,196.69
20.9,196.94
21.0,196.81
21.1,196.84
21.2,196.98
21.3,196.74
21.4,196.95
21.5,196.77
21.6,196.71
21.7,196.84
21.8,196.58
21.9,196.87
22.0,196.88
22.1,196.63
22.2,196.46
22.3,197.06
22.4,196.86
22.5,196.63
22.6,196.88
22.7,196.90
22.8,196.96
22.9,196.87
23.0,196.52
23.1,196.90
23.2,196.79
23.3,196.79
23.4,196.95
23.5,196.49
23.6,197.05
23.7,196.97
23.8,196.94
23.9,196.93
24.0,196.92
24.1,196.52
24.2,197.04
24.3,196.54
24.4,196.83
24.5,196.78
24.6,196.90
24.7,196.76
24.8,196.74
24.9,196.80
25.0,196.42
25.1,196.66
25.2,197.08
25.3,196.64
25.4,196.83
25.5,196.93
25.6,196.77
25.7,196.95
25.8,196.80
25.9,196.51
26.0,196.72
26.1,196.99
26.2,196.98
26.3,196.77
26.4,196.63
26.5,196.64
26.6,196.84
26.7,196.72
26.8,196.81
26.9,196.60
27.0,196.92
27.1,196.69
27.2,196.59
27.3,196.91
27.4,196.77
27.5,196.80
27.6,196.59
27.7,196.92
27.8,196.87
27.9,196.43
28.0,197.13
28.1,196.71
28.2,196.98
28.3,196.88
28.4,196.73
28.5,196.71
28.6,196.89
28.7,196.77
28.8,196.55
28.9,197.04
29.0,196.70
29.1,196.75
29.2,196.96
29.3,196.93
29.4,196.58
29.5,197.01
29.6,196.71
29.7,196.79
29.8,197.00
29.9,196.85
30.0,196.67
30.1,197.02
30.2,196.79
30.3,196.85
30.4,196.64
30.5,197.33
30.6,196.79
30.7,196.76
30.8,196.50
30.9,196.31
31.0,196.54
31.1,197.09
31.2,196.67
31.3,196.74
31.4,196.54
31.5,196.75
31.6,196.82
31.7,196.75
31.8,196.85
31.9,196.80
32.0,196.69
32.1,197.05
32.2,196.81
32.3,196.66
32.4,196.72
32.5,196.25
32.6,196.53
32.7,196.80
32.8,196.75
32.9,196.61
33.0,197.21
33.1,196.68
33.2,196.59
33.3,196.84
33.4,196.86
33.5,196.67
33.6,196.78
33.7,196.84
33.8,196.71
33.9,196.69
34.0,196.55
34.1,196.64
34.2,196.60
34.3,196.74
34.4,196.66
34.5,196.64
34.6,197.02
34.7,196.47
34.8,196.70
34.9,196.87
35.0,197.17
35.1,196.81
35.2,196.78
35.3,196.77
35.4,196.58
35.5,196.77
35.6,196.91
35.7,196.90
35.8,196.81
35.9,196.51
36.0,196.76
36.1,196.67
36.2,196.57
36.3,196.86
36.4,196.71
36.5,196.82
36.6,196.48
36.7,196.74
36.8,196.87
36.9,196.81
37.0,196.82
37.1,196.37
37.2,196.41
37.3,196.48
37.4,196.49
37.5,196.51
37.6,196.40
37.7,196.15
37.8,196.77
37.9,196.85
38.0,196.85
38.1,196.99
38.2,196.69
38.3,196.75
38.4,196.79
38.5,196.31
38.6,196.64
38.7,197.04
38.8,196.86
38.9,196.77
39.0,196.51
39.1,196.57
39.2,196.62
39.3,196.48
39.4,196.84
39.5,196.60
39.6,196.76
39.7,196.67
39.8,196.55
39.9,196.76
40.0,196.49
40.1,196.92
40.2,196.90
40.3,196.65
40.4,196.58
40.5,196.71
40.6,196.65
40.7,196.92
40.8,196.62
40.9,196.71
41.0,196.93
41.1,196.57
41.2,196.71
41.3,196.68
41.4,196.49
41.5,196.60
41.6,196.60
41.7,196.98
41.8,196.89
41.9,196.47
42.0,196.55
42.1,196.55
42.2,196.49
42.3,196.69
42.4,196.58
42.5,196.71
42.6,196.47
42.7,196.55
42.8,196.85
42.9,196.64
43.0,197.08
43.1,196.55
43.2,196.54
43.3,196.50
43.4,196.38
43.5,196.53
43.6,196.58
43.7,196.69
43.8,196.90
43.9,196.54
44.0,196.49
44.1,196.56
44.2,196.77
44.3,196.56
44.4,196.64
44.5,196.98
44.6,196.46
44.7,196.87
44.8,196.70
44.9,196.58
45.0,196.67
45.1,196.87
45.2,196.74
45.3,196.66
45.4,196.74
45.5,196.99
45.6,196.48
45.7,196.78
45.8,196.65
45.9,196.40
46.0,196.72
46.1,196.59
46.2,196.74
46.3,196.64
46.4,196.65
46.5,196.99
46.6,196.30
46.7,196.60
46.8,196.42
46.9,196.81
47.0,196.42
47.1,196.68
47.2,196.91
47.3,196.63
47.4,196.75
47.5,196.77
47.6,196.53
47.7,196.58
47.8,196.70
47.9,197.00
48.0,196.56
48.1,196.51
48.2,196.80
48.3,196.63
48.4,196.39
48.5,196.45
48.6,196.47
48.7,196.31
48.8,196.51
48.9,196.73
49.0,196.50
49.1,196.67
49.2,196.51
49.3,196.57
49.4,196.73
49.5,196.53
49.6,196.48
49.7,196.38
49.8,196.49
49.9,196.77
50.0,196.52
50.1,196.47
50.2,196.65
50.3,196.59
50.4,196.56
50.5,196.63
50.6,196.64
50.7,196.78
50.8,196.66
50.9,196.56
51.0,196.68
51.1,196.42
51.2,196.66
51.3,196.37
51.4,196.76
51.5,196.66
51.6,196.23
51.7,196.32
51.8,196.43
51.9,196.49
52.0,196.43
52.1,196.59
52.2,196.55
52.3,196.43
52.4,196.45
52.5,196.57
52.6,196.78
52.7,196.68
52.8,196.41
52.9,196.50
53.0,196.33
53.1,196.28
53.2,196.55
53.3,196.73
53.4,196.58
53.5,196.45
53.6,196.70
53.7,196.63
53.8,196.81
53.9,196.58
54.0,196.70
54.1,196.35
54.2,196.81
54.3,196.52
54.4,196.64
54.5,196.47
54.6,196.52
54.7,196.71
54.8,196.57
54.9,196.66
55.0,196.54
55.1,196.74
55.2,196.45
55.3,196.55
55.4,196.59
55.5,196.48
55.6,196.77
55.7,196.49
55.8,196.53
55.9,196.50
56.0,196.32
56.1,196.74
56.2,196.56
56.3,196.39
56.4,196.74
56.5,196.74
56.6,196.73
56.7,196.61
56.8,196.54
56.9,196.63
57.0,196.34
57.1,196.36
57.2,196.45
57.3,196.47
57.4,196.74
57.5,196.45
57.6,196.51
57.7,196.53
57.8,196.46
57.9,196.40
58.0,196.65
58.1,196.66
58.2,196.23
58.3,196.77
58.4,196.36
58.5,196.30
58.6,196.39
58.7,196.30
58.8,196.51
58.9,196.49
59.0,196.69
59.1,196.78
59.2,196.71
59.3,196.66
59.4,196.57
59.5,196.67
59.6,196.76
59.7,196.58
59.8,196.53
59.9,196.53
