Time,Force_Node1
15.6,239.41
15.7,237.47
15.8,237.47
15.9,236.36
16.0,236.36
16.1,236.36
16.2,234.64
16.3,234.64
16.4,233.01
16.5,233.01
16.6,233.01
16.7,230.93
16.8,230.93
16.9,230.93
17.0,229.59
17.1,229.59
17.2,227.64
17.3,227.64
17.4,227.64
17.5,226.86
17.6,226.86
17.7,224.88
17.8,224.88
17.9,224.88
18.0,222.90
18.1,222.90
18.2,221.61
18.3,221.61
18.4,221.61
18.5,220.07
18.6,220.07
18.7,220.07
18.8,218.22
18.9,218.22
19.0,216.60
19.1,216.60
19.2,216.60
19.3,215.57
19.4,215.57
19.5,214.47
19.6,214.47
19.7,214.47
19.8,212.71
19.9,212.71
20.0,210.78
20.1,210.78
20.2,210.78
20.3,209.54
20.4,209.54
20.5,209.54
20.6,207.67
20.7,207.67
20.8,206.35
20.9,206.35
21.0,206.35
21.1,205.03
21.2,205.03
21.3,203.74
21.4,203.74
21.5,203.74
21.6,202.02
21.7,202.02
21.8,202.02
21.9,202.33
22.0,202.64
22.1,202.17
22.2,202.51
22.3,202.13
22.4,202.42
22.5,202.54
22.6,202.46
22.7,202.20
22.8,202.71
22.9,202.38
23.0,202.54
23.1,202.73
23.2,202.61
23.3,202.44
23.4,202.95
23.5,202.35
23.6,202.49
23.7,202.56
23.8,202.82
23.9,202.31
24.0,202.86
24.1,202.36
24.2,202.65
24.3,202.56
24.4,202.65
24.5,202.60
24.6,202.34
24.7,202.15
24.8,202.48
24.9,202.73
25.0,202.75
25.1,202.55
25.2,202.83
25.3,202.48
25.4,202.80
25.5,202.79
25.6,202.62
25.7,202.74
25.8,202.49
25.9,202.43
26.0,202.62
26.1,202.55
26.2,202.59
26.3,202.79
26.4,202.63
26.5,202.76
26.6,202.70
26.7,202.53
26.8,203.07
26.9,202.60
27.0,202.71
27.1,202.64
27.2,201.92
27.3,202.35
27.4,202.71
27.5,202.34
27.6,202.49
27.7,202.58
27.8,202.38
27.9,202.41
28.0,202.80
28.1,202.61
28.2,202.63
28.3,202.22
28.4,202.88
28.5,202.82
28.6,202.12
28.7,202.55
28.8,202.67
28.9,202.51
29.0,203.02
29.1,202.73
29.2,202.53
29.3,202.83
29.4,202.37
29.5,202.59
29.6,203.01
29.7,202.67
29.8,202.60
29.9,202.48
30.0,202.26
30.1,202.69
30.2,202.66
30.3,202.38
30.4,202.56
30.5,202.23
30.6,202.44
30.7,202.63
30.8,202.37
30.9,202.16
31.0,202.82
31.1,202.42
31.2,202.78
31.3,202.31
31.4,202.31
31.5,202.50
31.6,202.53
31.7,202.31
31.8,202.32
31.9,203.00
32.0,202.42
32.1,203.33
32.2,202.85
32.3,202.62
32.4,202.81
32.5,202.65
32.6,202.27
32.7,202.63
32.8,202.86
32.9,202.48
33.0,202.35
33.1,202.87
33.2,202.68
33.3,202.25
33.4,202.25
33.5,202.34
33.6,202.45
33.7,202.32
33.8,202.38
33.9,202.47
34.0,202.92
34.1,202.66
34.2,202.89
34.3,202.09
34.4,202.37
34.5,202.53
34.6,202.68
34.7,202.75
34.8,202.38
34.9,202.64
35.0,202.43
35.1,202.41
35.2,202.10
35.3,202.86
35.4,202.81
35.5,202.45
35.6,202.94
35.7,202.06
35.8,202.49
35.9,202.60
36.0,202.62
36.1,202.72
36.2,202.65
36.3,202.60
36.4,202.45
36.5,202.35
36.6,202.19
36.7,202.45
36.8,202.89
36.9,202.64
37.0,202.78
37.1,202.72
37.2,202.54
37.3,202.67
37.4,202.61
37.5,202.36
37.6,202.54
37.7,203.00
37.8,202.54
37.9,203.04
38.0,202.65
38.1,202.71
38.2,202.76
38.3,203.04
38.4,202.60
38.5,202.53
38.6,202.60
38.7,202.60
38.8,202.48
38.9,202.97
39.0,202.58
39.1,202.89
39.2,202.69
39.3,202.36
39.4,202.52
39.5,202.28
39.6,202.70
39.7,202.46
39.8,202.33
39.9,202.65
40.0,202.78
40.1,202.83
40.2,202.60
40.3,202.81
40.4,202.37
40.5,202.04
40.6,202.38
40.7,202.80
40.8,202.46
40.9,202.09
41.0,202.77
41.1,202.11
41.2,202.22
41.3,202.57
41.4,202.30
41.5,202.71
41.6,202.27
41.7,202.59
41.8,202.32
41.9,201.99
42.0,202.56
42.1,202.64
42.2,202.55
42.3,202.51
42.4,202.67
42.5,202.51
42.6,202.32
42.7,202.28
42.8,202.51
42.9,202.48
43.0,202.40
43.1,202.44
43.2,202.74
43.3,202.64
43.4,202.53
43.5,202.16
43.6,202.73
43.7,202.85
43.8,203.07
43.9,202.52
44.0,202.47
44.1,202.44
44.2,202.80
44.3,202.67
44.4,202.96
44.5,202.98
44.6,202.21
44.7,202.25
44.8,202.14
44.9,202.30
45.0,202.39
45.1,202.75
45.2,202.62
45.3,202.27
45.4,202.61
45.5,202.34
45.6,202.55
45.7,202.80
45.8,202.27
45.9,202.42
46.0,202.34
46.1,202.31
46.2,203.05
46.3,203.17
46.4,202.90
46.5,203.00
46.6,202.53
46.7,202.58
46.8,202.78
46.9,202.15
47.0,201.99
47.1,202.73
47.2,202.61
47.3,202.52
47.4,202.18
47.5,202.91
47.6,202.52
47.7,202.39
47.8,202.52
47.9,202.24
48.0,203.00
48.1,202.75
48.2,202.58
48.3,202.43
48.4,202.84
48.5,202.92
48.6,202.03
48.7,202.50
48.8,202.30
48.9,202.21
49.0,202.57
49.1,202.73
49.2,202.65
49.3,202.40
49.4,202.37
49.5,202.55
49.6,202.28
49.7,202.66
49.8,202.84
49.9,202.75
50.0,203.00
50.1,202.17
50.2,202.17
50.3,202.49
50.4,202.42
50.5,202.59
50.6,202.70
50.7,202.62
50.8,202.60
50.9,202.56
51.0,202.39
51.1,202.45
51.2,202.56
51.3,202.63
51.4,202.27
51.5,202.70
51.6,202.64
51.7,203.02
51.8,202.37
51.9,202.66
52.0,202.78
52.1,202.63
52.2,202.81
52.3,202.54
52.4,202.37
52.5,202.99
52.6,202.41
52.7,202.39
52.8,202.85
52.9,202.03
53.0,202.12
53.1,202.52
53.2,202.70
53.3,202.55
53.4,202.62
53.5,202.46
53.6,202.52
53.7,202.90
53.8,202.66
53.9,202.52
54.0,202.54
54.1,202.46
54.2,202.54
54.3,202.51
54.4,202.46
54.5,202.73
54.6,202.56
54.7,202.55
54.8,202.64
54.9,202.27
55.0,202.34
55.1,202.82
55.2,202.59
55.3,202.35
55.4,202.45
55.5,202.46
55.6,202.84
55.7,202.36
55.8,202.47
55.9,202.46
56.0,202.29
56.1,202.94
56.2,202.44
56.3,202.66
56.4,202.42
56.5,202.31
56.6,202.82
56.7,202.84
56.8,203.03
56.9,202.79
57.0,202.67
57.1,202.35
57.2,202.38
57.3,202.50
57.4,202.21
57.5,202.33
57.6,202.49
57.7,202.48
57.8,202.26
57.9,202.37
58.0,202.73
58.1,202.35
58.2,202.44
58.3,202.59
58.4,202.72
58.5,202.05
58.6,202.31
58.7,202.46
58.8,202.62
58.9,202.60
59.0,202.46
59.1,202.73
59.2,202.22
59.3,202.93
59.4,202.43
59.5,202.68
59.6,202.86
59.7,202.70
59.8,202.14
59.9,202.07
