x [mm];y [mm];z [mm];z-displacement [mm]
120.427;-89.8729;0;0
121.963;-89.8729;0;0
123.498;-89.8729;0;0
125.034;-89.8729;0;0
126.569;-89.8729;0;0
128.105;-89.8729;0;0
129.64;-89.8729;0;0
131.176;-89.8729;0;0
132.711;-89.8729;0;0
134.247;-89.8729;0;0
135.782;-89.8729;0;0
137.318;-89.8729;0;0
138.853;-89.8729;0;0
140.389;-89.8729;0;0
141.924;-89.8729;0;0
143.46;-89.8729;0;0
144.995;-89.8729;0;0
146.531;-89.8729;0;0
148.066;-89.8729;0;0
149.602;-89.8729;0;0
151.137;-89.8729;0;0
152.673;-89.8729;0;0
154.208;-89.8729;0;0
155.744;-89.8729;0;0
157.279;-89.8729;0;0
158.815;-89.8729;0;0
160.35;-89.8729;0;0
161.886;-89.8729;0;0
163.421;-89.8729;0;0
164.957;-89.8729;0;0
166.492;-89.8729;0;0
168.028;-89.8729;0;0
169.563;-89.8729;0;0
171.099;-89.8729;0;0
172.634;-89.8729;0;0
174.17;-89.8729;0;0
175.705;-89.8729;0;0
177.241;-89.8729;0;0
178.776;-89.8729;0;0
180.312;-89.8729;0;0
181.847;-89.8729;0;0
183.383;-89.8729;0;0
184.918;-89.8729;0;0
186.454;-89.8729;0;0
187.989;-89.8729;0;0
189.525;-89.8729;0;0
191.06;-89.8729;0;0
192.596;-89.8729;0;0
194.131;-89.8729;0;0
195.667;-89.8729;0;0
197.202;-89.8729;0;0
198.738;-89.8729;0;0
200.273;-89.8729;0;0
201.809;-89.8729;0;0
203.344;-89.8729;0;0
204.88;-89.8729;0;0
206.415;-89.8729;0;0
207.951;-89.8729;0;0
209.486;-89.8729;0;0
211.022;-89.8729;0;0
212.557;-89.8729;0;0
214.093;-89.8729;0;0
215.628;-89.8729;0;0
217.164;-89.8729;0;0
218.699;-89.8729;0;0
220.235;-89.8729;0;0
221.77;-89.8729;0;0
223.306;-89.8729;0;0
224.841;-89.8729;0;0
226.377;-89.8729;0;0
227.912;-89.8729;0;0
229.448;-89.8729;0;0
230.983;-89.8729;0;0
232.519;-89.8729;0;0
234.054;-89.8729;0;0
235.59;-89.8729;0;0
237.125;-89.8729;0;0
238.661;-89.8729;0;0
240.196;-89.8729;0;0
241.732;-89.8729;0;0
243.267;-89.8729;0;0
244.803;-89.8729;0;0
246.338;-89.8729;0;0
247.874;-89.8729;0;0
249.409;-89.8729;0;0
250.945;-89.8729;0;0
252.48;-89.8729;0;0
254.016;-89.8729;0;0
255.551;-89.8729;0;0
257.087;-89.8729;0;0
258.622;-89.8729;0;0
260.158;-89.8729;0;0
261.693;-89.8729;0;0
263.229;-89.8729;0;0
264.764;-89.8729;0;0
266.3;-89.8729;0;0
267.835;-89.8729;0;0
269.371;-89.8729;0;0
270.906;-89.8729;0;0
272.442;-89.8729;0;0
273.977;-89.8729;0;0
275.513;-89.8729;0;0
277.048;-89.8729;0;0
278.584;-89.8729;0;0
280.119;-89.8729;0;0
281.655;-89.8729;0;0
283.19;-89.8729;0;0
284.726;-89.8729;0;0
286.261;-89.8729;0;0
287.797;-89.8729;0;0
289.332;-89.8729;0;0
290.868;-89.8729;0;0
292.403;-89.8729;0;0
293.939;-89.8729;0;0
295.474;-89.8729;0;0
297.01;-89.8729;0;0
298.545;-89.8729;0;0
300.081;-89.8729;0;0
301.616;-89.8729;0;0
303.152;-89.8729;0;0
304.687;-89.8729;0;0
306.223;-89.8729;0;0
307.758;-89.8729;0;0
309.294;-89.8729;0;0
310.829;-89.8729;0;0
312.365;-89.8729;0;0
313.9;-89.8729;0;0
315.436;-89.8729;0;0
316.971;-89.8729;0;0
318.507;-89.8729;0;0
320.042;-89.8729;0;0
321.578;-89.8729;0;0
323.113;-89.8729;0;0
324.649;-89.8729;0;0
326.184;-89.8729;0;0
327.72;-89.8729;0;0
329.255;-89.8729;0;0
330.791;-89.8729;0;0
332.326;-89.8729;0;0
333.862;-89.8729;0;0
335.397;-89.8729;0;0
336.933;-89.8729;0;0
338.468;-89.8729;0;0
340.004;-89.8729;0;0
341.539;-89.8729;0;0
343.075;-89.8729;0;0
344.61;-89.8729;0;0
346.146;-89.8729;0;0
347.681;-89.8729;0;0
-258.841;-91.4084;0;0
-257.305;-91.4084;0;0
-255.77;-91.4084;0;0
-254.234;-91.4084;0;0
-252.699;-91.4084;0;0
-251.163;-91.4084;0;0
-249.628;-91.4084;0;0
-248.092;-91.4084;0;0
-246.557;-91.4084;0;0
-245.021;-91.4084;0;0
-243.486;-91.4084;0;0
-241.95;-91.4084;0;0
-240.415;-91.4084;0;0
-238.879;-91.4084;0;0
-237.344;-91.4084;0;0
-235.808;-91.4084;0;0
-234.273;-91.4084;0;0
-232.737;-91.4084;0;0
-231.202;-91.4084;0;0
-229.666;-91.4084;0;0
-228.131;-91.4084;0;0
-226.595;-91.4084;0;0
-225.06;-91.4084;0;0
-223.524;-91.4084;0;0
-221.989;-91.4084;0;0
-220.453;-91.4084;0;0
-218.918;-91.4084;0;0
-217.382;-91.4084;0;0
-215.847;-91.4084;0;0
-214.311;-91.4084;0;0
-212.776;-91.4084;0;0
-211.24;-91.4084;0;0
-209.705;-91.4084;0;0
-208.169;-91.4084;0;0
-206.634;-91.4084;0;0
-205.098;-91.4084;0;0
-203.563;-91.4084;0;0
-202.027;-91.4084;0;0
-200.492;-91.4084;0;0
-198.956;-91.4084;0;0
-197.421;-91.4084;0;0
-195.885;-91.4084;0;0
-194.35;-91.4084;0;0
-192.814;-91.4084;0;0
-191.279;-91.4084;0;0
-189.743;-91.4084;0;0
-188.208;-91.4084;0;0
-186.672;-91.4084;0;0
-185.137;-91.4084;0;0
-183.601;-91.4084;0;0
-182.066;-91.4084;0;0
-180.53;-91.4084;0;0
-178.995;-91.4084;0;0
-177.459;-91.4084;0;0
-175.924;-91.4084;0;0
-174.388;-91.4084;0;0
-172.853;-91.4084;0;0
-171.317;-91.4084;0;0
-169.782;-91.4084;0;0
-168.246;-91.4084;0;0
-166.711;-91.4084;0;0
-165.175;-91.4084;0;0
-163.64;-91.4084;0;0
-162.104;-91.4084;0;0
-160.569;-91.4084;0;0
-159.033;-91.4084;0;0
-157.498;-91.4084;0;0
-155.962;-91.4084;0;0
-154.427;-91.4084;0;0
-152.891;-91.4084;0;0
-151.356;-91.4084;0;0
-149.821;-91.4084;0;0
-148.285;-91.4084;0;0
-146.75;-91.4084;0;0
-145.214;-91.4084;0;0
-143.679;-91.4084;0;0
-142.143;-91.4084;0;0
-140.608;-91.4084;0;0
-139.072;-91.4084;0;0
-137.537;-91.4084;0;0
-136.001;-91.4084;0;0
-134.466;-91.4084;0;0
-132.93;-91.4084;0;0
-131.395;-91.4084;0;0
-129.859;-91.4084;0;0
-128.324;-91.4084;0;0
-126.788;-91.4084;0;0
-125.253;-91.4084;0;0
-123.717;-91.4084;0;0
-122.182;-91.4084;0;0
-120.646;-91.4084;0;0
-119.111;-91.4084;0;0
-117.575;-91.4084;0;0
-116.04;-91.4084;0;0
-114.504;-91.4084;0;0
-112.969;-91.4084;0;0
-111.433;-91.4084;0;0
-109.898;-91.4084;0;0
-108.362;-91.4084;0;0
-106.827;-91.4084;0;0
-105.291;-91.4084;0;0
-103.756;-91.4084;0;0
-102.22;-91.4084;0;0
-100.685;-91.4084;0;0
-99.149;-91.4084;0;0
-97.6135;-91.4084;0;0
-96.078;-91.4084;0;0
-94.5425;-91.4084;0;0
-93.007;-91.4084;0;0
-91.4715;-91.4084;0;0
-89.936;-91.4084;0;0
-88.4005;-91.4084;0;0
-86.865;-91.4084;0;0
-85.3295;-91.4084;0;0
-83.794;-91.4084;0;0
-82.2585;-91.4084;0;0
-80.723;-91.4084;0;0
-79.1875;-91.4084;0;0
-77.652;-91.4084;0;0
-76.1165;-91.4084;0;0
-74.581;-91.4084;0;0
-73.0456;-91.4084;0;0
-71.5101;-91.4084;0;0
-69.9746;-91.4084;0;0
-68.4391;-91.4084;0;0
-66.9036;-91.4084;0;0
-65.3681;-91.4084;0;0
-63.8326;-91.4084;0;0
-62.2971;-91.4084;0;0
-60.7616;-91.4084;0;0
-59.2261;-91.4084;0;0
-57.6906;-91.4084;0;0
-56.1551;-91.4084;0;0
-54.6196;-91.4084;0;0
-53.0841;-91.4084;0;0
-51.5486;-91.4084;0;0
-50.0131;-91.4084;0;0
-48.4776;-91.4084;0;0
-46.9421;-91.4084;0;0
-45.4066;-91.4084;0;0
-43.8711;-91.4084;0;0
-42.3356;-91.4084;0;0
-40.8001;-91.4084;0;0
-39.2646;-91.4084;0;0
-37.7291;-91.4084;0;0
-36.1936;-91.4084;0;0
-34.6581;-91.4084;0;0
-33.1226;-91.4084;0;0
-31.5871;-91.4084;0;0
-30.0516;-91.4084;0;0
-28.5161;-91.4084;0;0
-26.9806;-91.4084;0;0
-25.4451;-91.4084;0;0
-23.9096;-91.4084;0;0
-22.3741;-91.4084;0;0
-20.8386;-91.4084;0;0
-19.3031;-91.4084;0;0
-17.7676;-91.4084;0;0
-16.2321;-91.4084;0;0
-14.6966;-91.4084;0;0
-13.1611;-91.4084;0;0
-11.6256;-91.4084;0;0
-10.0901;-91.4084;0;0
-8.55459;-91.4084;0;0
-7.01909;-91.4084;0;0
-5.48359;-91.4084;0;0
-3.9481;-91.4084;0;0
-2.4126;-91.4084;0;0
-0.877097;-91.4084;0;0
0.658402;-91.4084;0;0
2.1939;-91.4084;0;0
3.7294;-91.4084;0;0
5.2649;-91.4084;0;0
6.8004;-91.4084;0;0
8.3359;-91.4084;0;0
9.8714;-91.4084;0;0
11.4069;-91.4084;0;0
12.9424;-91.4084;0;0
14.4779;-91.4084;0;0
16.0134;-91.4084;0;0
17.5489;-91.4084;0;0
19.0844;-91.4084;0;0
20.6199;-91.4084;0;0
22.1554;-91.4084;0;0
23.6909;-91.4084;0;0
25.2264;-91.4084;0;0
26.7619;-91.4084;0;0
28.2974;-91.4084;0;0
29.8329;-91.4084;0;0
31.3684;-91.4084;6.86778;0.61039
32.9039;-91.4084;6.86057;0.609942
34.4394;-91.4084;6.85713;0.60814
35.9749;-91.4084;6.85564;0.604829
37.5104;-91.4084;6.85468;0.602598
39.0459;-91.4084;6.85275;0.602137
40.5814;-91.4084;6.84833;0.60153
42.1169;-91.4084;6.84611;0.59989
43.6524;-91.4084;6.84426;0.597267
45.1879;-91.4084;6.8376;0.594545
46.7234;-91.4084;6.8336;0.591149
48.2589;-91.4084;0;0
49.7944;-91.4084;0;0
51.3299;-91.4084;0;0
52.8654;-91.4084;0;0
54.4009;-91.4084;0;0
55.9364;-91.4084;0;0
57.4719;-91.4084;0;0
59.0074;-91.4084;0;0
60.5429;-91.4084;0;0
62.0784;-91.4084;0;0
63.6139;-91.4084;0;0
65.1494;-91.4084;0;0
66.6849;-91.4084;0;0
68.2204;-91.4084;0;0
69.7559;-91.4084;0;0
71.2914;-91.4084;0;0
72.8269;-91.4084;0;0
74.3624;-91.4084;0;0
75.8979;-91.4084;0;0
77.4334;-91.4084;0;0
78.9689;-91.4084;0;0
80.5043;-91.4084;0;0
82.0398;-91.4084;0;0
83.5753;-91.4084;0;0
85.1108;-91.4084;0;0
86.6463;-91.4084;0;0
88.1818;-91.4084;0;0
89.7173;-91.4084;0;0
91.2528;-91.4084;0;0
92.7883;-91.4084;0;0
94.3238;-91.4084;0;0
95.8593;-91.4084;0;0
97.3948;-91.4084;0;0
98.9303;-91.4084;0;0
100.466;-91.4084;0;0
102.001;-91.4084;0;0
103.537;-91.4084;0;0
105.072;-91.4084;0;0
106.608;-91.4084;0;0
108.143;-91.4084;0;0
109.679;-91.4084;0;0
111.214;-91.4084;0;0
112.75;-91.4084;0;0
114.285;-91.4084;0;0
115.821;-91.4084;0;0
117.356;-91.4084;0;0
118.892;-91.4084;0;0
120.427;-91.4084;0;0
121.963;-91.4084;0;0
123.498;-91.4084;0;0
125.034;-91.4084;0;0
126.569;-91.4084;0;0
128.105;-91.4084;0;0
129.64;-91.4084;0;0
131.176;-91.4084;0;0
132.711;-91.4084;0;0
134.247;-91.4084;0;0
135.782;-91.4084;0;0
137.318;-91.4084;0;0
138.853;-91.4084;0;0
140.389;-91.4084;0;0
141.924;-91.4084;0;0
143.46;-91.4084;0;0
144.995;-91.4084;0;0
146.531;-91.4084;0;0
148.066;-91.4084;0;0
149.602;-91.4084;0;0
151.137;-91.4084;0;0
152.673;-91.4084;0;0
154.208;-91.4084;0;0
155.744;-91.4084;0;0
157.279;-91.4084;0;0
158.815;-91.4084;0;0
160.35;-91.4084;0;0
161.886;-91.4084;0;0
163.421;-91.4084;0;0
164.957;-91.4084;0;0
166.492;-91.4084;0;0
168.028;-91.4084;0;0
169.563;-91.4084;0;0
171.099;-91.4084;0;0
172.634;-91.4084;0;0
174.17;-91.4084;0;0
175.705;-91.4084;0;0
177.241;-91.4084;0;0
178.776;-91.4084;0;0
180.312;-91.4084;0;0
181.847;-91.4084;0;0
183.383;-91.4084;0;0
184.918;-91.4084;0;0
186.454;-91.4084;0;0
187.989;-91.4084;0;0
189.525;-91.4084;0;0
191.06;-91.4084;0;0
192.596;-91.4084;0;0
194.131;-91.4084;0;0
195.667;-91.4084;0;0
197.202;-91.4084;0;0
198.738;-91.4084;0;0
200.273;-91.4084;0;0
201.809;-91.4084;0;0
203.344;-91.4084;0;0
204.88;-91.4084;0;0
206.415;-91.4084;0;0
207.951;-91.4084;0;0
209.486;-91.4084;0;0
211.022;-91.4084;0;0
212.557;-91.4084;0;0
214.093;-91.4084;0;0
215.628;-91.4084;0;0
217.164;-91.4084;0;0
218.699;-91.4084;0;0
220.235;-91.4084;0;0
221.77;-91.4084;0;0
223.306;-91.4084;0;0
224.841;-91.4084;0;0
226.377;-91.4084;0;0
227.912;-91.4084;0;0
229.448;-91.4084;0;0
230.983;-91.4084;0;0
232.519;-91.4084;0;0
234.054;-91.4084;0;0
235.59;-91.4084;0;0
237.125;-91.4084;0;0
238.661;-91.4084;0;0
240.196;-91.4084;0;0
241.732;-91.4084;0;0
243.267;-91.4084;0;0
244.803;-91.4084;0;0
246.338;-91.4084;0;0
247.874;-91.4084;0;0
249.409;-91.4084;0;0
250.945;-91.4084;0;0
252.48;-91.4084;0;0
254.016;-91.4084;0;0
255.551;-91.4084;0;0
257.087;-91.4084;0;0
258.622;-91.4084;0;0
260.158;-91.4084;0;0
261.693;-91.4084;0;0
263.229;-91.4084;0;0
264.764;-91.4084;0;0
266.3;-91.4084;0;0
267.835;-91.4084;0;0
269.371;-91.4084;0;0
270.906;-91.4084;0;0
272.442;-91.4084;0;0
273.977;-91.4084;0;0
275.513;-91.4084;0;0
277.048;-91.4084;0;0
278.584;-91.4084;0;0
280.119;-91.4084;0;0
281.655;-91.4084;0;0
283.19;-91.4084;0;0
284.726;-91.4084;0;0
286.261;-91.4084;0;0
287.797;-91.4084;0;0
289.332;-91.4084;0;0
290.868;-91.4084;0;0
292.403;-91.4084;0;0
293.939;-91.4084;0;0
295.474;-91.4084;0;0
297.01;-91.4084;0;0
298.545;-91.4084;0;0
300.081;-91.4084;0;0
301.616;-91.4084;0;0
303.152;-91.4084;0;0
304.687;-91.4084;0;0
306.223;-91.4084;0;0
307.758;-91.4084;0;0
309.294;-91.4084;0;0
310.829;-91.4084;0;0
312.365;-91.4084;0;0
313.9;-91.4084;0;0
315.436;-91.4084;0;0
316.971;-91.4084;0;0
318.507;-91.4084;0;0
320.042;-91.4084;0;0
321.578;-91.4084;0;0
323.113;-91.4084;0;0
324.649;-91.4084;0;0
326.184;-91.4084;0;0
327.72;-91.4084;0;0
329.255;-91.4084;0;0
330.791;-91.4084;0;0
332.326;-91.4084;0;0
333.862;-91.4084;0;0
335.397;-91.4084;0;0
336.933;-91.4084;0;0
338.468;-91.4084;0;0
340.004;-91.4084;0;0
341.539;-91.4084;0;0
343.075;-91.4084;0;0
344.61;-91.4084;0;0
346.146;-91.4084;0;0
347.681;-91.4084;0;0
-258.841;-92.9439;0;0
-257.305;-92.9439;0;0
-255.77;-92.9439;0;0
-254.234;-92.9439;0;0
-252.699;-92.9439;0;0
-251.163;-92.9439;0;0
-249.628;-92.9439;0;0
-248.092;-92.9439;0;0
-246.557;-92.9439;0;0
-245.021;-92.9439;0;0
-243.486;-92.9439;0;0
-241.95;-92.9439;0;0
-240.415;-92.9439;0;0
-238.879;-92.9439;0;0
-237.344;-92.9439;0;0
-235.808;-92.9439;0;0
-234.273;-92.9439;0;0
-232.737;-92.9439;0;0
-231.202;-92.9439;0;0
-229.666;-92.9439;0;0
-228.131;-92.9439;0;0
-226.595;-92.9439;0;0
-225.06;-92.9439;0;0
-223.524;-92.9439;0;0
-221.989;-92.9439;0;0
-220.453;-92.9439;0;0
-218.918;-92.9439;0;0
-217.382;-92.9439;0;0
-215.847;-92.9439;0;0
-214.311;-92.9439;0;0
-212.776;-92.9439;0;0
-211.24;-92.9439;0;0
-209.705;-92.9439;0;0
-208.169;-92.9439;0;0
-206.634;-92.9439;0;0
-205.098;-92.9439;0;0
-203.563;-92.9439;0;0
-202.027;-92.9439;0;0
-200.492;-92.9439;0;0
-198.956;-92.9439;0;0
-197.421;-92.9439;0;0
-195.885;-92.9439;0;0
-194.35;-92.9439;0;0
-192.814;-92.9439;0;0
-191.279;-92.9439;0;0
-189.743;-92.9439;0;0
-188.208;-92.9439;0;0
-186.672;-92.9439;0;0
-185.137;-92.9439;0;0
-183.601;-92.9439;0;0
-182.066;-92.9439;0;0
-180.53;-92.9439;0;0
-178.995;-92.9439;0;0
-177.459;-92.9439;0;0
-175.924;-92.9439;0;0
-174.388;-92.9439;0;0
-172.853;-92.9439;0;0
-171.317;-92.9439;0;0
-169.782;-92.9439;0;0
-168.246;-92.9439;0;0
-166.711;-92.9439;0;0
-165.175;-92.9439;0;0
-163.64;-92.9439;0;0
-162.104;-92.9439;0;0
-160.569;-92.9439;0;0
-159.033;-92.9439;0;0
-157.498;-92.9439;0;0
-155.962;-92.9439;0;0
-154.427;-92.9439;0;0
-152.891;-92.9439;0;0
-151.356;-92.9439;0;0
-149.821;-92.9439;0;0
-148.285;-92.9439;0;0
-146.75;-92.9439;0;0
-145.214;-92.9439;0;0
-143.679;-92.9439;0;0
-142.143;-92.9439;0;0
-140.608;-92.9439;0;0
-139.072;-92.9439;0;0
-137.537;-92.9439;0;0
-136.001;-92.9439;0;0
-134.466;-92.9439;0;0
-132.93;-92.9439;0;0
-131.395;-92.9439;0;0
-129.859;-92.9439;0;0
-128.324;-92.9439;0;0
-126.788;-92.9439;0;0
-125.253;-92.9439;0;0
-123.717;-92.9439;0;0
-122.182;-92.9439;0;0
-120.646;-92.9439;0;0
-119.111;-92.9439;0;0
-117.575;-92.9439;0;0
-116.04;-92.9439;0;0
-114.504;-92.9439;0;0
-112.969;-92.9439;0;0
-111.433;-92.9439;0;0
-109.898;-92.9439;0;0
-108.362;-92.9439;0;0
-106.827;-92.9439;0;0
-105.291;-92.9439;0;0
-103.756;-92.9439;0;0
-102.22;-92.9439;0;0
-100.685;-92.9439;0;0
-99.149;-92.9439;0;0
-97.6135;-92.9439;0;0
-96.078;-92.9439;0;0
-94.5425;-92.9439;0;0
-93.007;-92.9439;0;0
-91.4715;-92.9439;0;0
-89.936;-92.9439;0;0
-88.4005;-92.9439;0;0
-86.865;-92.9439;0;0
-85.3295;-92.9439;0;0
-83.794;-92.9439;0;0
-82.2585;-92.9439;0;0
-80.723;-92.9439;0;0
-79.1875;-92.9439;0;0
-77.652;-92.9439;0;0
-76.1165;-92.9439;0;0
-74.581;-92.9439;0;0
-73.0456;-92.9439;0;0
-71.5101;-92.9439;0;0
-69.9746;-92.9439;0;0
-68.4391;-92.9439;0;0
-66.9036;-92.9439;0;0
-65.3681;-92.9439;0;0
-63.8326;-92.9439;0;0
-62.2971;-92.9439;0;0
-60.7616;-92.9439;0;0
-59.2261;-92.9439;0;0
-57.6906;-92.9439;0;0
-56.1551;-92.9439;0;0
-54.6196;-92.9439;0;0
-53.0841;-92.9439;0;0
-51.5486;-92.9439;0;0
-50.0131;-92.9439;0;0
-48.4776;-92.9439;0;0
-46.9421;-92.9439;0;0
-45.4066;-92.9439;0;0
-43.8711;-92.9439;0;0
-42.3356;-92.9439;0;0
-40.8001;-92.9439;0;0
-39.2646;-92.9439;0;0
-37.7291;-92.9439;0;0
-36.1936;-92.9439;0;0
-34.6581;-92.9439;0;0
-33.1226;-92.9439;0;0
-31.5871;-92.9439;0;0
-30.0516;-92.9439;0;0
-28.5161;-92.9439;0;0
-26.9806;-92.9439;0;0
-25.4451;-92.9439;0;0
-23.9096;-92.9439;0;0
-22.3741;-92.9439;0;0
-20.8386;-92.9439;0;0
-19.3031;-92.9439;0;0
-17.7676;-92.9439;0;0
-16.2321;-92.9439;0;0
-14.6966;-92.9439;0;0
-13.1611;-92.9439;0;0
-11.6256;-92.9439;0;0
-10.0901;-92.9439;0;0
-8.55459;-92.9439;0;0
-7.01909;-92.9439;0;0
-5.48359;-92.9439;0;0
-3.9481;-92.9439;0;0
-2.4126;-92.9439;0;0
-0.877097;-92.9439;0;0
0.658402;-92.9439;0;0
2.1939;-92.9439;0;0
3.7294;-92.9439;0;0
5.2649;-92.9439;0;0
6.8004;-92.9439;0;0
8.3359;-92.9439;0;0
9.8714;-92.9439;0;0
11.4069;-92.9439;0;0
12.9424;-92.9439;0;0
14.4779;-92.9439;0;0
16.0134;-92.9439;0;0
17.5489;-92.9439;0;0
19.0844;-92.9439;0;0
20.6199;-92.9439;0;0
22.1554;-92.9439;0;0
23.6909;-92.9439;0;0
25.2264;-92.9439;0;0
26.7619;-92.9439;0;0
28.2974;-92.9439;0;0
29.8329;-92.9439;0;0
31.3684;-92.9439;6.73528;0.563161
32.9039;-92.9439;6.73454;0.56283
34.4394;-92.9439;6.73017;0.559979
35.9749;-92.9439;6.72668;0.556686
37.5104;-92.9439;6.7248;0.555422
39.0459;-92.9439;6.72323;0.556507
40.5814;-92.9439;6.71878;0.556494
42.1169;-92.9439;6.71688;0.554405
43.6524;-92.9439;6.71795;0.550725
45.1879;-92.9439;6.71605;0.547153
46.7234;-92.9439;6.71261;0.543044
48.2589;-92.9439;6.719;0.536797
49.7944;-92.9439;0;0
51.3299;-92.9439;0;0
52.8654;-92.9439;0;0
54.4009;-92.9439;0;0
55.9364;-92.9439;0;0
57.4719;-92.9439;0;0
59.0074;-92.9439;0;0
60.5429;-92.9439;0;0
62.0784;-92.9439;0;0
63.6139;-92.9439;0;0
65.1494;-92.9439;0;0
66.6849;-92.9439;0;0
68.2204;-92.9439;0;0
69.7559;-92.9439;0;0
71.2914;-92.9439;0;0
72.8269;-92.9439;0;0
74.3624;-92.9439;0;0
75.8979;-92.9439;0;0
77.4334;-92.9439;0;0
78.9689;-92.9439;0;0
80.5043;-92.9439;0;0
82.0398;-92.9439;0;0
83.5753;-92.9439;0;0
85.1108;-92.9439;0;0
86.6463;-92.9439;0;0
88.1818;-92.9439;0;0
89.7173;-92.9439;0;0
91.2528;-92.9439;0;0
92.7883;-92.9439;0;0
94.3238;-92.9439;0;0
95.8593;-92.9439;0;0
97.3948;-92.9439;0;0
98.9303;-92.9439;0;0
100.466;-92.9439;0;0
102.001;-92.9439;0;0
103.537;-92.9439;0;0
105.072;-92.9439;0;0
106.608;-92.9439;0;0
108.143;-92.9439;0;0
109.679;-92.9439;0;0
111.214;-92.9439;0;0
112.75;-92.9439;0;0
114.285;-92.9439;0;0
115.821;-92.9439;0;0
117.356;-92.9439;0;0
118.892;-92.9439;0;0
120.427;-92.9439;0;0
121.963;-92.9439;0;0
123.498;-92.9439;0;0
125.034;-92.9439;0;0
126.569;-92.9439;0;0
128.105;-92.9439;0;0
129.64;-92.9439;0;0
131.176;-92.9439;0;0
132.711;-92.9439;0;0
134.247;-92.9439;0;0
135.782;-92.9439;0;0
137.318;-92.9439;0;0
138.853;-92.9439;0;0
140.389;-92.9439;0;0
141.924;-92.9439;0;0
143.46;-92.9439;0;0
144.995;-92.9439;0;0
146.531;-92.9439;0;0
148.066;-92.9439;0;0
149.602;-92.9439;0;0
151.137;-92.9439;0;0
152.673;-92.9439;0;0
154.208;-92.9439;0;0
155.744;-92.9439;0;0
157.279;-92.9439;0;0
158.815;-92.9439;0;0
160.35;-92.9439;0;0
161.886;-92.9439;0;0
163.421;-92.9439;0;0
164.957;-92.9439;0;0
166.492;-92.9439;0;0
168.028;-92.9439;0;0
169.563;-92.9439;0;0
171.099;-92.9439;0;0
172.634;-92.9439;0;0
174.17;-92.9439;0;0
175.705;-92.9439;0;0
177.241;-92.9439;0;0
178.776;-92.9439;0;0
180.312;-92.9439;0;0
181.847;-92.9439;0;0
183.383;-92.9439;0;0
184.918;-92.9439;0;0
186.454;-92.9439;0;0
187.989;-92.9439;0;0
189.525;-92.9439;0;0
191.06;-92.9439;0;0
192.596;-92.9439;0;0
194.131;-92.9439;0;0
195.667;-92.9439;0;0
197.202;-92.9439;0;0
198.738;-92.9439;0;0
200.273;-92.9439;0;0
201.809;-92.9439;0;0
203.344;-92.9439;0;0
204.88;-92.9439;0;0
206.415;-92.9439;0;0
207.951;-92.9439;0;0
209.486;-92.9439;0;0
211.022;-92.9439;0;0
212.557;-92.9439;0;0
214.093;-92.9439;0;0
215.628;-92.9439;0;0
217.164;-92.9439;0;0
218.699;-92.9439;0;0
220.235;-92.9439;0;0
221.77;-92.9439;0;0
223.306;-92.9439;0;0
224.841;-92.9439;0;0
226.377;-92.9439;0;0
227.912;-92.9439;0;0
229.448;-92.9439;0;0
230.983;-92.9439;0;0
232.519;-92.9439;0;0
234.054;-92.9439;0;0
235.59;-92.9439;0;0
237.125;-92.9439;0;0
238.661;-92.9439;0;0
240.196;-92.9439;0;0
241.732;-92.9439;0;0
243.267;-92.9439;0;0
244.803;-92.9439;0;0
246.338;-92.9439;0;0
247.874;-92.9439;0;0
249.409;-92.9439;0;0
250.945;-92.9439;0;0
252.48;-92.9439;0;0
254.016;-92.9439;0;0
255.551;-92.9439;0;0
257.087;-92.9439;0;0
258.622;-92.9439;0;0
260.158;-92.9439;0;0
261.693;-92.9439;0;0
263.229;-92.9439;0;0
264.764;-92.9439;0;0
266.3;-92.9439;0;0
267.835;-92.9439;0;0
269.371;-92.9439;0;0
270.906;-92.9439;0;0
272.442;-92.9439;0;0
273.977;-92.9439;0;0
275.513;-92.9439;0;0
277.048;-92.9439;0;0
278.584;-92.9439;0;0
280.119;-92.9439;0;0
281.655;-92.9439;0;0
283.19;-92.9439;0;0
284.726;-92.9439;0;0
286.261;-92.9439;0;0
287.797;-92.9439;0;0
289.332;-92.9439;0;0
290.868;-92.9439;0;0
292.403;-92.9439;0;0
293.939;-92.9439;0;0
295.474;-92.9439;0;0
297.01;-92.9439;0;0
298.545;-92.9439;0;0
300.081;-92.9439;0;0
301.616;-92.9439;0;0
303.152;-92.9439;0;0
304.687;-92.9439;0;0
306.223;-92.9439;0;0
307.758;-92.9439;0;0
309.294;-92.9439;0;0
310.829;-92.9439;0;0
312.365;-92.9439;0;0
313.9;-92.9439;0;0
315.436;-92.9439;0;0
316.971;-92.9439;0;0
318.507;-92.9439;0;0
320.042;-92.9439;0;0
321.578;-92.9439;0;0
323.113;-92.9439;0;0
324.649;-92.9439;0;0
326.184;-92.9439;0;0
327.72;-92.9439;0;0
329.255;-92.9439;0;0
330.791;-92.9439;0;0
332.326;-92.9439;0;0
333.862;-92.9439;0;0
335.397;-92.9439;0;0
336.933;-92.9439;0;0
338.468;-92.9439;0;0
340.004;-92.9439;0;0
341.539;-92.9439;0;0
343.075;-92.9439;0;0
344.61;-92.9439;0;0
346.146;-92.9439;0;0
347.681;-92.9439;0;0
-258.841;-94.4794;0;0
-257.305;-94.4794;0;0
-255.77;-94.4794;0;0
-254.234;-94.4794;0;0
-252.699;-94.4794;0;0
