x [mm];y [mm];z [mm];z-displacement [mm]
-258.841;143.523;0;0
-257.305;143.523;0;0
-255.77;143.523;0;0
-254.234;143.523;0;0
-252.699;143.523;0;0
-251.163;143.523;0;0
-249.628;143.523;0;0
-248.092;143.523;0;0
-246.557;143.523;0;0
-245.021;143.523;0;0
-243.486;143.523;0;0
-241.95;143.523;0;0
-240.415;143.523;0;0
-238.879;143.523;0;0
-237.344;143.523;0;0
-235.808;143.523;0;0
-234.273;143.523;0;0
-232.737;143.523;0;0
-231.202;143.523;0;0
-229.666;143.523;0;0
-228.131;143.523;0;0
-226.595;143.523;0;0
-225.06;143.523;0;0
-223.524;143.523;0;0
-221.989;143.523;0;0
-220.453;143.523;0;0
-218.918;143.523;0;0
-217.382;143.523;0;0
-215.847;143.523;0;0
-214.311;143.523;0;0
-212.776;143.523;0;0
-211.24;143.523;0;0
-209.705;143.523;0;0
-208.169;143.523;0;0
-206.634;143.523;0;0
-205.098;143.523;0;0
-203.563;143.523;0;0
-202.027;143.523;0;0
-200.492;143.523;0;0
-198.956;143.523;0;0
-197.421;143.523;0;0
-195.885;143.523;0;0
-194.35;143.523;0;0
-192.814;143.523;0;0
-191.279;143.523;0;0
-189.743;143.523;0;0
-188.208;143.523;0;0
-186.672;143.523;0;0
-185.137;143.523;0;0
-183.601;143.523;0;0
-182.066;143.523;0;0
-180.53;143.523;0;0
-178.995;143.523;0;0
-177.459;143.523;0;0
-175.924;143.523;0;0
-174.388;143.523;0;0
-172.853;143.523;0;0
-171.317;143.523;0;0
-169.782;143.523;0;0
-168.246;143.523;0;0
-166.711;143.523;0;0
-165.175;143.523;0;0
-163.64;143.523;0;0
-162.104;143.523;0;0
-160.569;143.523;0;0
-159.033;143.523;0;0
-157.498;143.523;0;0
-155.962;143.523;0;0
-154.427;143.523;0;0
-152.891;143.523;0;0
-151.356;143.523;0;0
-149.821;143.523;0;0
-148.285;143.523;0;0
-146.75;143.523;0;0
-145.214;143.523;0;0
-143.679;143.523;0;0
-142.143;143.523;0;0
-140.608;143.523;0;0
-139.072;143.523;0;0
-137.537;143.523;0;0
-136.001;143.523;0;0
-134.466;143.523;0;0
-132.93;143.523;0;0
-131.395;143.523;0;0
-129.859;143.523;0;0
-128.324;143.523;0;0
-126.788;143.523;0;0
-125.253;143.523;0;0
-123.717;143.523;0;0
-122.182;143.523;0;0
-120.646;143.523;0;0
-119.111;143.523;0;0
-117.575;143.523;0;0
-116.04;143.523;0;0
-114.504;143.523;0;0
-112.969;143.523;0;0
-111.433;143.523;0;0
-109.898;143.523;0;0
-108.362;143.523;0;0
-106.827;143.523;0;0
-105.291;143.523;0;0
-103.756;143.523;0;0
-102.22;143.523;0;0
-100.685;143.523;0;0
-99.149;143.523;0;0
-97.6135;143.523;0;0
-96.078;143.523;0;0
-94.5425;143.523;0;0
-93.007;143.523;0;0
-91.4715;143.523;0;0
-89.936;143.523;0;0
-88.4005;143.523;0;0
-86.865;143.523;0;0
-85.3295;143.523;0;0
-83.794;143.523;0;0
-82.2585;143.523;0;0
-80.723;143.523;0;0
-79.1875;143.523;0;0
-77.652;143.523;0;0
-76.1165;143.523;0;0
-74.581;143.523;0;0
-73.0456;143.523;0;0
-71.5101;143.523;0;0
-69.9746;143.523;0;0
-68.4391;143.523;0;0
-66.9036;143.523;0;0
-65.3681;143.523;0;0
-63.8326;143.523;0;0
-62.2971;143.523;0;0
-60.7616;143.523;0;0
-59.2261;143.523;0;0
-57.6906;143.523;0;0
-56.1551;143.523;0;0
-54.6196;143.523;0;0
-53.0841;143.523;0;0
-51.5486;143.523;0;0
-50.0131;143.523;0;0
-48.4776;143.523;0;0
-46.9421;143.523;0;0
-45.4066;143.523;0;0
-43.8711;143.523;0;0
-42.3356;143.523;0;0
-40.8001;143.523;0;0
-39.2646;143.523;0;0
-37.7291;143.523;0;0
-36.1936;143.523;0;0
-34.6581;143.523;0;0
-33.1226;143.523;0;0
-31.5871;143.523;0;0
-30.0516;143.523;0;0
-28.5161;143.523;0;0
-26.9806;143.523;0;0
-25.4451;143.523;0;0
-23.9096;143.523;0;0
-22.3741;143.523;0;0
-20.8386;143.523;0;0
-19.3031;143.523;0;0
-17.7676;143.523;0;0
-16.2321;143.523;0;0
-14.6966;143.523;0;0
-13.1611;143.523;0;0
-11.6256;143.523;0;0
-10.0901;143.523;0;0
-8.55459;143.523;0;0
-7.01909;143.523;0;0
-5.48359;143.523;0;0
-3.9481;143.523;0;0
-2.4126;143.523;0;0
-0.877097;143.523;0;0
0.658402;143.523;0;0
2.1939;143.523;0;0
3.7294;143.523;0;0
5.2649;143.523;0;0
6.8004;143.523;0;0
8.3359;143.523;0;0
9.8714;143.523;0;0
11.4069;143.523;0;0
12.9424;143.523;0;0
14.4779;143.523;0;0
16.0134;143.523;0;0
17.5489;143.523;0;0
19.0844;143.523;0;0
20.6199;143.523;0;0
22.1554;143.523;0;0
23.6909;143.523;0;0
25.2264;143.523;0;0
26.7619;143.523;0;0
28.2974;143.523;0;0
29.8329;143.523;0;0
31.3684;143.523;0;0
32.9039;143.523;0;0
34.4394;143.523;0;0
35.9749;143.523;0;0
37.5104;143.523;0;0
39.0459;143.523;0;0
40.5814;143.523;0;0
42.1169;143.523;0;0
43.6524;143.523;0;0
45.1879;143.523;0;0
46.7234;143.523;0;0
48.2589;143.523;0;0
49.7944;143.523;0;0
51.3299;143.523;0;0
52.8654;143.523;0;0
54.4009;143.523;0;0
55.9364;143.523;0;0
57.4719;143.523;0;0
59.0074;143.523;0;0
60.5429;143.523;0;0
62.0784;143.523;0;0
63.6139;143.523;0;0
65.1494;143.523;0;0
66.6849;143.523;0;0
68.2204;143.523;0;0
69.7559;143.523;0;0
71.2914;143.523;0;0
72.8269;143.523;0;0
74.3624;143.523;0;0
75.8979;143.523;0;0
77.4334;143.523;0;0
78.9689;143.523;0;0
80.5043;143.523;0;0
82.0398;143.523;0;0
83.5753;143.523;0;0
85.1108;143.523;0;0
86.6463;143.523;0;0
88.1818;143.523;0;0
89.7173;143.523;0;0
91.2528;143.523;0;0
92.7883;143.523;0;0
94.3238;143.523;0;0
95.8593;143.523;0;0
97.3948;143.523;0;0
98.9303;143.523;0;0
100.466;143.523;0;0
102.001;143.523;0;0
103.537;143.523;0;0
105.072;143.523;0;0
106.608;143.523;0;0
108.143;143.523;0;0
109.679;143.523;0;0
111.214;143.523;0;0
112.75;143.523;0;0
114.285;143.523;0;0
115.821;143.523;0;0
117.356;143.523;0;0
118.892;143.523;0;0
120.427;143.523;0;0
121.963;143.523;0;0
123.498;143.523;0;0
125.034;143.523;0;0
126.569;143.523;0;0
128.105;143.523;0;0
129.64;143.523;0;0
131.176;143.523;0;0
132.711;143.523;0;0
134.247;143.523;0;0
135.782;143.523;0;0
137.318;143.523;0;0
138.853;143.523;0;0
140.389;143.523;0;0
141.924;143.523;0;0
143.46;143.523;0;0
144.995;143.523;0;0
146.531;143.523;0;0
148.066;143.523;0;0
149.602;143.523;0;0
151.137;143.523;0;0
152.673;143.523;0;0
154.208;143.523;0;0
155.744;143.523;0;0
157.279;143.523;0;0
158.815;143.523;0;0
160.35;143.523;0;0
161.886;143.523;0;0
163.421;143.523;0;0
164.957;143.523;0;0
166.492;143.523;0;0
168.028;143.523;0;0
169.563;143.523;0;0
171.099;143.523;0;0
172.634;143.523;0;0
174.17;143.523;0;0
175.705;143.523;0;0
177.241;143.523;0;0
178.776;143.523;0;0
180.312;143.523;0;0
181.847;143.523;0;0
183.383;143.523;0;0
184.918;143.523;0;0
186.454;143.523;0;0
187.989;143.523;0;0
189.525;143.523;0;0
191.06;143.523;0;0
192.596;143.523;0;0
194.131;143.523;0;0
195.667;143.523;0;0
197.202;143.523;0;0
198.738;143.523;0;0
200.273;143.523;0;0
201.809;143.523;0;0
203.344;143.523;0;0
204.88;143.523;0;0
206.415;143.523;0;0
207.951;143.523;0;0
209.486;143.523;0;0
211.022;143.523;0;0
212.557;143.523;0;0
214.093;143.523;0;0
215.628;143.523;0;0
217.164;143.523;0;0
218.699;143.523;0;0
220.235;143.523;0;0
221.77;143.523;0;0
223.306;143.523;0;0
224.841;143.523;0;0
226.377;143.523;0;0
227.912;143.523;0;0
229.448;143.523;0;0
230.983;143.523;0;0
232.519;143.523;0;0
234.054;143.523;0;0
235.59;143.523;0;0
237.125;143.523;0;0
238.661;143.523;0;0
240.196;143.523;0;0
241.732;143.523;0;0
243.267;143.523;0;0
244.803;143.523;0;0
246.338;143.523;0;0
247.874;143.523;0;0
249.409;143.523;0;0
250.945;143.523;0;0
252.48;143.523;0;0
254.016;143.523;0;0
255.551;143.523;0;0
257.087;143.523;0;0
258.622;143.523;0;0
260.158;143.523;0;0
261.693;143.523;0;0
263.229;143.523;0;0
264.764;143.523;0;0
266.3;143.523;0;0
267.835;143.523;0;0
269.371;143.523;0;0
270.906;143.523;0;0
272.442;143.523;0;0
273.977;143.523;0;0
275.513;143.523;0;0
277.048;143.523;0;0
278.584;143.523;0;0
280.119;143.523;0;0
281.655;143.523;0;0
283.19;143.523;0;0
284.726;143.523;0;0
286.261;143.523;0;0
287.797;143.523;0;0
289.332;143.523;0;0
290.868;143.523;0;0
292.403;143.523;0;0
293.939;143.523;0;0
295.474;143.523;0;0
297.01;143.523;0;0
298.545;143.523;0;0
300.081;143.523;0;0
301.616;143.523;0;0
303.152;143.523;0;0
304.687;143.523;0;0
306.223;143.523;0;0
307.758;143.523;0;0
309.294;143.523;0;0
310.829;143.523;0;0
312.365;143.523;0;0
313.9;143.523;0;0
315.436;143.523;0;0
316.971;143.523;0;0
318.507;143.523;0;0
320.042;143.523;0;0
321.578;143.523;0;0
323.113;143.523;0;0
324.649;143.523;0;0
326.184;143.523;0;0
327.72;143.523;0;0
329.255;143.523;0;0
330.791;143.523;0;0
332.326;143.523;0;0
333.862;143.523;0;0
335.397;143.523;0;0
336.933;143.523;0;0
338.468;143.523;0;0
340.004;143.523;0;0
341.539;143.523;0;0
343.075;143.523;0;0
344.61;143.523;0;0
346.146;143.523;0;0
347.681;143.523;0;0
-258.841;141.987;0;0
-257.305;141.987;0;0
-255.77;141.987;0;0
-254.234;141.987;0;0
-252.699;141.987;0;0
-251.163;141.987;0;0
-249.628;141.987;0;0
-248.092;141.987;0;0
-246.557;141.987;0;0
-245.021;141.987;0;0
-243.486;141.987;0;0
-241.95;141.987;0;0
-240.415;141.987;0;0
-238.879;141.987;0;0
-237.344;141.987;0;0
-235.808;141.987;0;0
-234.273;141.987;0;0
-232.737;141.987;0;0
-231.202;141.987;0;0
-229.666;141.987;0;0
-228.131;141.987;0;0
-226.595;141.987;0;0
-225.06;141.987;0;0
-223.524;141.987;0;0
-221.989;141.987;0;0
-220.453;141.987;0;0
-218.918;141.987;0;0
-217.382;141.987;0;0
-215.847;141.987;0;0
-214.311;141.987;0;0
-212.776;141.987;0;0
-211.24;141.987;0;0
-209.705;141.987;0;0
-208.169;141.987;0;0
-206.634;141.987;0;0
-205.098;141.987;0;0
-203.563;141.987;0;0
-202.027;141.987;0;0
-200.492;141.987;0;0
-198.956;141.987;0;0
-197.421;141.987;0;0
-195.885;141.987;0;0
-194.35;141.987;0;0
-192.814;141.987;0;0
-191.279;141.987;0;0
-189.743;141.987;0;0
-188.208;141.987;0;0
-186.672;141.987;0;0
-185.137;141.987;0;0
-183.601;141.987;0;0
-182.066;141.987;0;0
-180.53;141.987;0;0
-178.995;141.987;0;0
-177.459;141.987;0;0
-175.924;141.987;0;0
-174.388;141.987;0;0
-172.853;141.987;0;0
-171.317;141.987;0;0
-169.782;141.987;0;0
-168.246;141.987;0;0
-166.711;141.987;0;0
-165.175;141.987;0;0
-163.64;141.987;0;0
-162.104;141.987;0;0
-160.569;141.987;0;0
-159.033;141.987;0;0
-157.498;141.987;0;0
-155.962;141.987;0;0
-154.427;141.987;0;0
-152.891;141.987;0;0
-151.356;141.987;0;0
-149.821;141.987;0;0
-148.285;141.987;0;0
-146.75;141.987;0;0
-145.214;141.987;0;0
-143.679;141.987;0;0
-142.143;141.987;0;0
-140.608;141.987;0;0
-139.072;141.987;0;0
-137.537;141.987;0;0
-136.001;141.987;0;0
-134.466;141.987;0;0
-132.93;141.987;0;0
-131.395;141.987;0;0
-129.859;141.987;0;0
-128.324;141.987;0;0
-126.788;141.987;0;0
-125.253;141.987;0;0
-123.717;141.987;0;0
-122.182;141.987;0;0
-120.646;141.987;0;0
-119.111;141.987;0;0
-117.575;141.987;0;0
-116.04;141.987;0;0
-114.504;141.987;0;0
-112.969;141.987;0;0
-111.433;141.987;0;0
-109.898;141.987;0;0
-108.362;141.987;0;0
-106.827;141.987;0;0
-105.291;141.987;0;0
-103.756;141.987;0;0
-102.22;141.987;0;0
-100.685;141.987;0;0
-99.149;141.987;0;0
-97.6135;141.987;0;0
-96.078;141.987;0;0
-94.5425;141.987;0;0
-93.007;141.987;0;0
-91.4715;141.987;0;0
-89.936;141.987;0;0
-88.4005;141.987;0;0
-86.865;141.987;0;0
-85.3295;141.987;0;0
-83.794;141.987;0;0
-82.2585;141.987;0;0
-80.723;141.987;0;0
-79.1875;141.987;0;0
-77.652;141.987;0;0
-76.1165;141.987;0;0
-74.581;141.987;0;0
-73.0456;141.987;0;0
-71.5101;141.987;0;0
-69.9746;141.987;0;0
-68.4391;141.987;0;0
-66.9036;141.987;0;0
-65.3681;141.987;0;0
-63.8326;141.987;0;0
-62.2971;141.987;0;0
-60.7616;141.987;0;0
-59.2261;141.987;0;0
-57.6906;141.987;0;0
-56.1551;141.987;0;0
-54.6196;141.987;0;0
-53.0841;141.987;0;0
-51.5486;141.987;0;0
-50.0131;141.987;0;0
-48.4776;141.987;0;0
-46.9421;141.987;0;0
-45.4066;141.987;0;0
-43.8711;141.987;0;0
-42.3356;141.987;0;0
-40.8001;141.987;0;0
-39.2646;141.987;0;0
-37.7291;141.987;0;0
-36.1936;141.987;0;0
-34.6581;141.987;0;0
-33.1226;141.987;0;0
-31.5871;141.987;0;0
-30.0516;141.987;0;0
-28.5161;141.987;0;0
-26.9806;141.987;0;0
-25.4451;141.987;0;0
-23.9096;141.987;0;0
-22.3741;141.987;0;0
-20.8386;141.987;0;0
-19.3031;141.987;0;0
-17.7676;141.987;0;0
-16.2321;141.987;0;0
-14.6966;141.987;0;0
-13.1611;141.987;0;0
-11.6256;141.987;0;0
-10.0901;141.987;0;0
-8.55459;141.987;0;0
-7.01909;141.987;0;0
-5.48359;141.987;0;0
-3.9481;141.987;0;0
-2.4126;141.987;0;0
-0.877097;141.987;0;0
0.658402;141.987;0;0
2.1939;141.987;0;0
3.7294;141.987;0;0
5.2649;141.987;0;0
6.8004;141.987;0;0
8.3359;141.987;0;0
9.8714;141.987;0;0
11.4069;141.987;0;0
12.9424;141.987;0;0
14.4779;141.987;0;0
16.0134;141.987;0;0
17.5489;141.987;0;0
19.0844;141.987;0;0
20.6199;141.987;0;0
22.1554;141.987;0;0
23.6909;141.987;0;0
25.2264;141.987;0;0
26.7619;141.987;0;0
28.2974;141.987;0;0
29.8329;141.987;0;0
31.3684;141.987;0;0
32.9039;141.987;0;0
34.4394;141.987;0;0
35.9749;141.987;0;0
37.5104;141.987;0;0
39.0459;141.987;0;0
40.5814;141.987;0;0
42.1169;141.987;0;0
43.6524;141.987;0;0
45.1879;141.987;0;0
46.7234;141.987;0;0
48.2589;141.987;0;0
49.7944;141.987;0;0
51.3299;141.987;0;0
52.8654;141.987;0;0
54.4009;141.987;0;0
55.9364;141.987;0;0
57.4719;141.987;0;0
59.0074;141.987;0;0
60.5429;141.987;0;0
62.0784;141.987;0;0
63.6139;141.987;0;0
65.1494;141.987;0;0
66.6849;141.987;0;0
68.2204;141.987;0;0
69.7559;141.987;0;0
71.2914;141.987;0;0
72.8269;141.987;0;0
74.3624;141.987;0;0
75.8979;141.987;0;0
77.4334;141.987;0;0
78.9689;141.987;0;0
80.5043;141.987;0;0
82.0398;141.987;0;0
83.5753;141.987;0;0
85.1108;141.987;0;0
86.6463;141.987;0;0
88.1818;141.987;0;0
89.7173;141.987;0;0
91.2528;141.987;0;0
92.7883;141.987;0;0
94.3238;141.987;0;0
95.8593;141.987;0;0
97.3948;141.987;0;0
98.9303;141.987;0;0
100.466;141.987;0;0
102.001;141.987;0;0
103.537;141.987;0;0
105.072;141.987;0;0
106.608;141.987;0;0
108.143;141.987;0;0
109.679;141.987;0;0
111.214;141.987;0;0
112.75;141.987;0;0
114.285;141.987;0;0
115.821;141.987;0;0
117.356;141.987;0;0
118.892;141.987;0;0
120.427;141.987;0;0
121.963;141.987;0;0
123.498;141.987;0;0
125.034;141.987;0;0
126.569;141.987;0;0
128.105;141.987;0;0
129.64;141.987;0;0
131.176;141.987;0;0
132.711;141.987;0;0
134.247;141.987;0;0
135.782;141.987;0;0
137.318;141.987;0;0
138.853;141.987;0;0
140.389;141.987;0;0
141.924;141.987;0;0
143.46;141.987;0;0
144.995;141.987;0;0
146.531;141.987;0;0
148.066;141.987;0;0
149.602;141.987;0;0
151.137;141.987;0;0
152.673;141.987;0;0
154.208;141.987;0;0
155.744;141.987;0;0
157.279;141.987;0;0
158.815;141.987;0;0
160.35;141.987;0;0
161.886;141.987;0;0
163.421;141.987;0;0
164.957;141.987;0;0
166.492;141.987;0;0
168.028;141.987;0;0
169.563;141.987;0;0
171.099;141.987;0;0
172.634;141.987;0;0
174.17;141.987;0;0
175.705;141.987;0;0
177.241;141.987;0;0
178.776;141.987;0;0
180.312;141.987;0;0
181.847;141.987;0;0
183.383;141.987;0;0
184.918;141.987;0;0
186.454;141.987;0;0
187.989;141.987;0;0
189.525;141.987;0;0
191.06;141.987;0;0
192.596;141.987;0;0
194.131;141.987;0;0
195.667;141.987;0;0
197.202;141.987;0;0
198.738;141.987;0;0
200.273;141.987;0;0
201.809;141.987;0;0
203.344;141.987;0;0
204.88;141.987;0;0
206.415;141.987;0;0
207.951;141.987;0;0
209.486;141.987;0;0
211.022;141.987;0;0
212.557;141.987;0;0
214.093;141.987;0;0
215.628;141.987;0;0
217.164;141.987;0;0
218.699;141.987;0;0
220.235;141.987;0;0
221.77;141.987;0;0
223.306;141.987;0;0
224.841;141.987;0;0
226.377;141.987;0;0
227.912;141.987;0;0
229.448;141.987;0;0
230.983;141.987;0;0
232.519;141.987;0;0
234.054;141.987;0;0
235.59;141.987;0;0
237.125;141.987;0;0
238.661;141.987;0;0
240.196;141.987;0;0
241.732;141.987;0;0
243.267;141.987;0;0
244.803;141.987;0;0
246.338;141.987;0;0
247.874;141.987;0;0
249.409;141.987;0;0
250.945;141.987;0;0
252.48;141.987;0;0
254.016;141.987;0;0
255.551;141.987;0;0
257.087;141.987;0;0
258.622;141.987;0;0
260.158;141.987;0;0
261.693;141.987;0;0
263.229;141.987;0;0
264.764;141.987;0;0
266.3;141.987;0;0
267.835;141.987;0;0
269.371;141.987;0;0
270.906;141.987;0;0
272.442;141.987;0;0
273.977;141.987;0;0
275.513;141.987;0;0
277.048;141.987;0;0
278.584;141.987;0;0
280.119;141.987;0;0
281.655;141.987;0;0
283.19;141.987;0;0
284.726;141.987;0;0
286.261;141.987;0;0
287.797;141.987;0;0
289.332;141.987;0;0
290.868;141.987;0;0
292.403;141.987;0;0
293.939;141.987;0;0
295.474;141.987;0;0
297.01;141.987;0;0
298.545;141.987;0;0
300.081;141.987;0;0
301.616;141.987;0;0
303.152;141.987;0;0
304.687;141.987;0;0
306.223;141.987;0;0
307.758;141.987;0;0
309.294;141.987;0;0
310.829;141.987;0;0
312.365;141.987;0;0
313.9;141.987;0;0
315.436;141.987;0;0
316.971;141.987;0;0
318.507;141.987;0;0
320.042;141.987;0;0
321.578;141.987;0;0
323.113;141.987;0;0
324.649;141.987;0;0
326.184;141.987;0;0
327.72;141.987;0;0
329.255;141.987;0;0
330.791;141.987;0;0
332.326;141.987;0;0
333.862;141.987;0;0
335.397;141.987;0;0
336.933;141.987;0;0
338.468;141.987;0;0
340.004;141.987;0;0
341.539;141.987;0;0
343.075;141.987;0;0
344.61;141.987;0;0
346.146;141.987;0;0
347.681;141.987;0;0
-258.841;140.452;0;0
-257.305;140.452;0;0
-255.77;140.452;0;0
-254.234;140.452;0;0
-252.699;140.452;0;0
-251.163;140.452;0;0
-249.628;140.452;0;0
-248.092;140.452;0;0
-246.557;140.452;0;0
-245.021;140.452;0;0
-243.486;140.452;0;0
-241.95;140.452;0;0
-240.415;140.452;0;0
-238.879;140.452;0;0
-237.344;140.452;0;0
-235.808;140.452;0;0
-234.273;140.452;0;0
-232.737;140.452;0;0
-231.202;140.452;0;0
-229.666;140.452;0;0
-228.131;140.452;0;0
-226.595;140.452;0;0
-225.06;140.452;0;0
-223.524;140.452;0;0
-221.989;140.452;0;0
-220.453;140.452;0;0
-218.918;140.452;0;0
-217.382;140.452;0;0
-215.847;140.452;0;0
-214.311;140.452;0;0
-212.776;140.452;0;0
-211.24;140.452;0;0
-209.705;140.452;0;0
-208.169;140.452;0;0
-206.634;140.452;0;0
-205.098;140.452;0;0
-203.563;140.452;0;0
-202.027;140.452;0;0
-200.492;140.452;0;0
-198.956;140.452;0;0
-197.421;140.452;0;0
-195.885;140.452;0;0
-194.35;140.452;0;0
-192.814;140.452;0;0
-191.279;140.452;0;0
-189.743;140.452;0;0
-188.208;140.452;0;0
-186.672;140.452;0;0
-185.137;140.452;0;0
-183.601;140.452;0;0
-182.066;140.452;0;0
-180.53;140.452;0;0
-178.995;140.452;0;0
-177.459;140.452;0;0
-175.924;140.452;0;0
-174.388;140.452;0;0
-172.853;140.452;0;0
-171.317;140.452;0;0
-169.782;140.452;0;0
-168.246;140.452;0;0
-166.711;140.452;0;0
-165.175;140.452;0;0
-163.64;140.452;0;0
-162.104;140.452;0;0
-160.569;140.452;0;0
-159.033;140.452;0;0
-157.498;140.452;0;0
-155.962;140.452;0;0
-154.427;140.452;0;0
-152.891;140.452;0;0
-151.356;140.452;0;0
-149.821;140.452;0;0
-148.285;140.452;0;0
-146.75;140.452;0;0
-145.214;140.452;0;0
-143.679;140.452;0;0
-142.143;140.452;0;0
-140.608;140.452;0;0
-139.072;140.452;0;0
-137.537;140.452;0;0
-136.001;140.452;0;0
-134.466;140.452;0;0
-132.93;140.452;0;0
-131.395;140.452;0;0
-129.859;140.452;0;0
-128.324;140.452;0;0
-126.788;140.452;0;0
-125.253;140.452;0;0
-123.717;140.452;0;0
-122.182;140.452;0;0
-120.646;140.452;0;0
-119.111;140.452;0;0
-117.575;140.452;0;0
-116.04;140.452;0;0
-114.504;140.452;0;0
-112.969;140.452;0;0
-111.433;140.452;0;0
-109.898;140.452;0;0
-108.362;140.452;0;0
-106.827;140.452;0;0
-105.291;140.452;0;0
-103.756;140.452;0;0
-102.22;140.452;0;0
-100.685;140.452;0;0
-99.149;140.452;0;0
-97.6135;140.452;0;0
-96.078;140.452;0;0
-94.5425;140.452;0;0
-93.007;140.452;0;0
-91.4715;140.452;0;0
-89.936;140.452;0;0
-88.4005;140.452;0;0
-86.865;140.452;0;0
-85.3295;140.452;0;0
-83.794;140.452;0;0
-82.2585;140.452;0;0
-80.723;140.452;0;0
-79.1875;140.452;0;0
-77.652;140.452;0;0
-76.1165;140.452;0;0
-74.581;140.452;0;0
-73.0456;140.452;0;0
-71.5101;140.452;0;0
-69.9746;140.452;0;0
-68.4391;140.452;0;0
-66.9036;140.452;0;0
-65.3681;140.452;0;0
-63.8326;140.452;0;0
-62.2971;140.452;0;0
-60.7616;140.452;0;0
-59.2261;140.452;0;0
-57.6906;140.452;0;0
-56.1551;140.452;0;0
-54.6196;140.452;0;0
-53.0841;140.452;0;0
-51.5486;140.452;0;0
-50.0131;140.452;0;0
-48.4776;140.452;0;0
-46.9421;140.452;0;0
-45.4066;140.452;0;0
-43.8711;140.452;0;0
-42.3356;140.452;0;0
-40.8001;140.452;0;0
-39.2646;140.452;0;0
-37.7291;140.452;0;0
-36.1936;140.452;0;0
-34.6581;140.452;0;0
-33.1226;140.452;0;0
-31.5871;140.452;0;0
-30.0516;140.452;0;0
-28.5161;140.452;0;0
-26.9806;140.452;0;0
-25.4451;140.452;0;0
-23.9096;140.452;0;0
-22.3741;140.452;0;0
-20.8386;140.452;0;0
-19.3031;140.452;0;0
-17.7676;140.452;0;0
-16.2321;140.452;0;0
-14.6966;140.452;0;0
-13.1611;140.452;0;0
-11.6256;140.452;0;0
-10.0901;140.452;0;0
-8.55459;140.452;0;0
-7.01909;140.452;0;0
-5.48359;140.452;0;0
-3.9481;140.452;0;0
-2.4126;140.452;0;0
-0.877097;140.452;0;0
0.658402;140.452;0;0
2.1939;140.452;0;0
3.7294;140.452;0;0
5.2649;140.452;0;0
6.8004;140.452;0;0
8.3359;140.452;0;0
9.8714;140.452;0;0
11.4069;140.452;0;0
12.9424;140.452;0;0
14.4779;140.452;0;0
16.0134;140.452;0;0
17.5489;140.452;0;0
19.0844;140.452;0;0
20.6199;140.452;0;0
22.1554;140.452;0;0
23.6909;140.452;0;0
25.2264;140.452;0;0
26.7619;140.452;0;0
28.2974;140.452;0;0
29.8329;140.452;0;0
31.3684;140.452;0;0
32.9039;140.452;0;0
34.4394;140.452;0;0
35.9749;140.452;0;0
37.5104;140.452;0;0
39.0459;140.452;0;0
40.5814;140.452;0;0
42.1169;140.452;0;0
43.6524;140.452;0;0
45.1879;140.452;0;0
46.7234;140.452;0;0
48.2589;140.452;0;0
49.7944;140.452;0;0
51.3299;140.452;0;0
52.8654;140.452;0;0
54.4009;140.452;0;0
55.9364;140.452;0;0
57.4719;140.452;0;0
59.0074;140.452;0;0
60.5429;140.452;0;0
62.0784;140.452;0;0
63.6139;140.452;0;0
65.1494;140.452;0;0
66.6849;140.452;0;0
68.2204;140.452;0;0
69.7559;140.452;0;0
71.2914;140.452;0;0
72.8269;140.452;0;0
74.3624;140.452;0;0
75.8979;140.452;0;0
77.4334;140.452;0;0
78.9689;140.452;0;0
80.5043;140.452;0;0
82.0398;140.452;0;0
83.5753;140.452;0;0
85.1108;140.452;0;0
86.6463;140.452;0;0
88.1818;140.452;0;0
89.7173;140.452;0;0
91.2528;140.452;0;0
92.7883;140.452;0;0
94.3238;140.452;0;0
95.8593;140.452;0;0
97.3948;140.452;0;0
98.9303;140.452;0;0
100.466;140.452;0;0
102.001;140.452;0;0
103.537;140.452;0;0
105.072;140.452;0;0
106.608;140.452;0;0
108.143;140.452;0;0
109.679;140.452;0;0
111.214;140.452;0;0
112.75;140.452;0;0
114.285;140.452;0;0
115.821;140.452;0;0
117.356;140.452;0;0
118.892;140.452;0;0
120.427;140.452;0;0
121.963;140.452;0;0
123.498;140.452;0;0
125.034;140.452;0;0
126.569;140.452;0;0
128.105;140.452;0;0
129.64;140.452;0;0
131.176;140.452;0;0
132.711;140.452;0;0
134.247;140.452;0;0
135.782;140.452;0;0
137.318;140.452;0;0
138.853;140.452;0;0
140.389;140.452;0;0
141.924;140.452;0;0
143.46;140.452;0;0
144.995;140.452;0;0
146.531;140.452;0;0
148.066;140.452;0;0
149.602;140.452;0;0
151.137;140.452;0;0
152.673;140.452;0;0
154.208;140.452;0;0
155.744;140.452;0;0
157.279;140.452;0;0
158.815;140.452;0;0
160.35;140.452;0;0
161.886;140.452;0;0
163.421;140.452;0;0
164.957;140.452;0;0
166.492;140.452;0;0
168.028;140.452;0;0
169.563;140.452;0;0
171.099;140.452;0;0
172.634;140.452;0;0
174.17;140.452;0;0
175.705;140.452;0;0
177.241;140.452;0;0
178.776;140.452;0;0
180.312;140.452;0;0
181.847;140.452;0;0
183.383;140.452;0;0
184.918;140.452;0;0
186.454;140.452;0;0
187.989;140.452;0;0
189.525;140.452;0;0
191.06;140.452;0;0
192.596;140.452;0;0
194.131;140.452;0;0
195.667;140.452;0;0
197.202;140.452;0;0
198.738;140.452;0;0
200.273;140.452;0;0
