Time,Force_Node1
29,232.07
29.1,232.79
29.2,232.07
29.3,232.62
29.4,232.46
29.5,232.25
29.6,231.95
29.7,232.35
29.8,233.07
29.9,232.47
30,232.62
30.1,232.02
30.2,232.19
30.3,231.41
30.4,232.37
30.5,233.19
30.6,232.63
30.7,231.65
30.8,232.43
30.9,231.68
31,231.34
31.1,232.02
31.2,232.52
31.3,232.06
31.4,232.27
31.5,232.33
31.6,232.15
31.7,232.14
31.8,231.49
31.9,231.39
32,231.6
32.1,231.55
32.2,232.26
32.3,232.16
32.4,232.19
32.5,232.24
32.6,231.31
32.7,232.25
32.8,231.66
32.9,232.13
33,231.73
33.1,232.23
33.2,232.12
33.3,232.4
33.4,232.26
33.5,231.61
33.6,232.16
33.7,232.26
33.8,232.42
33.9,232.46
34,232.09
34.1,231.48
34.2,232.89
34.3,232.05
34.4,232.41
34.5,231.57
34.6,232.16
34.7,231.39
34.8,231.77
34.9,231.44
35,232.44
35.1,231.81
35.2,232.14
35.3,232.37
35.4,231.21
35.5,232.4
35.6,231.47
35.7,231.74
35.8,231.7
35.9,232.79
36,232.02
36.1,232.73
36.2,231.64
36.3,232.01
36.4,231.52
36.5,231.65
36.6,231.42
36.7,231.58
36.8,232.48
36.9,232.61
37,232.39
37.1,232.22
37.2,232.25
37.3,231.8
37.4,231.91
37.5,231.93
37.6,231.69
37.7,231.22
37.8,231.71
37.9,232.32
38,231.3
38.1,231.27
38.2,232.01
38.3,231.16
38.4,232.78
38.5,232.42
38.6,232.18
38.7,232.11
38.8,232.65
38.9,231.27
39,231.48
39.1,230.89
39.2,232.15
39.3,231.51
39.4,231.87
39.5,232.29
39.6,232.04
39.7,232.35
39.8,231.22
39.9,231.39
40,231.75
40.1,232.15
40.2,231.51
40.3,231.85
40.4,231.98
40.5,231.43
40.6,231.74
40.7,231.53
40.8,231.74
40.9,231.84
41,232.11
41.1,231.4
41.2,231.93
41.3,231.35
41.4,231.33
41.5,231.49
41.6,231.07
41.7,231.81
41.8,232.1
41.9,231.95
42,231.62
42.1,231.47
42.2,231.73
42.3,231.7
42.4,232.26
42.5,231.4
42.6,230.81
42.7,232.27
42.8,232.23
42.9,231.98
43,232
43.1,231.92
43.2,231.53
43.3,231.09
43.4,231.3
43.5,231.71
43.6,231.89
43.7,231.14
43.8,231.84
43.9,231.26
44,231.19
44.1,230.63
44.2,232.03
44.3,231.5
44.4,231.56
44.5,232.22
44.6,232.16
44.7,231.02
44.8,231.04
44.9,231.55
45,231.84
45.1,231.25
45.2,231.23
45.3,231.24
45.4,231.09
45.5,232.01
45.6,232.34
45.7,231.43
45.8,231.43
45.9,231.08
46,231.5
46.1,231.43
46.2,231.77
46.3,231.48
46.4,231.83
46.5,231.28
46.6,231.3
46.7,231.04
46.8,232.13
46.9,231.57
47,231.41
47.1,231.39
47.2,232.02
47.3,231.53
47.4,230.67
47.5,231.7
47.6,231.26
47.7,231.49
47.8,231.42
47.9,232.07
48,231.55
48.1,231.97
48.2,231.91
48.3,231.94
48.4,231.44
48.5,231.88
48.6,231.69
48.7,231.76
48.8,231.95
48.9,231.68
49,232
49.1,231.21
49.2,231.97
49.3,231.39
49.4,231.01
49.5,231.73
49.6,230.67
49.7,231.74
49.8,230.5
49.9,231.01
50,230.7
50.1,231.03
50.2,231.12
50.3,230.61
50.4,231.63
50.5,231.57
50.6,231.55
50.7,230.63
50.8,231.54
50.9,231.14
51,231.45
51.1,231.21
51.2,231.21
51.3,231.27
51.4,230.28
51.5,230.53
51.6,230.99
51.7,231.58
51.8,231.58
51.9,231.03
52,231.65
52.1,232.07
52.2,231.14
52.3,231.36
52.4,231.48
52.5,231.01
52.6,231.6
52.7,230.95
52.8,231.12
52.9,231.76
53,231.09
53.1,231.35
53.2,230.88
53.3,231.07
53.4,230.81
53.5,231.27
53.6,231.38
53.7,231.28
53.8,231.17
53.9,231.09
54,231.55
54.1,231.14
54.2,232.3
54.3,231.45
54.4,231.15
54.5,231.59
54.6,231.77
54.7,230.88
54.8,230.8
54.9,230.3
55,231.09
55.1,231.39
55.2,231.55
55.3,229.94
55.4,230.43
55.5,230.99
55.6,230.92
55.7,231.13
55.8,232.3
55.9,231.32
56,231.58
56.1,231.25
56.2,230.55
56.3,231.24
56.4,230.34
56.5,230.8
56.6,231.8
56.7,230.73
56.8,231.14
56.9,230.72
57,230.5
57.1,231.38
57.2,231.38
57.3,231.03
57.4,231.36
57.5,231.44
57.6,230.83
57.7,230.19
57.8,230.75
57.9,230.27
58,231.26
58.1,230.98
58.2,230.82
58.3,231.91
58.4,231.23
58.5,231.8
58.6,230.13
58.7,231.89
58.8,231.06
58.9,230.91
59,231.2
59.1,230.9
59.2,230.66
59.3,230.6
59.4,231.76
59.5,231.14
59.6,231.37
59.7,230.89
59.8,229.86
59.9,231.2
