0,X,10,120,,
0,X_HOME,12,,,
0,HOLD,2,,,
0,Y,20,120,,
0,Y_HOME,12,,,
0,HOLD,2,,,
0,Z,10,120,,
0,Z_HOME,12,,,
0,X,116,120,,
0,HOLD,1,,,
0,Z,83.5,120,,
0,HOLD,5,,,
0,TRIGGER,,,,
1,Z,60,120,,
1,Y,36.5,120,,
1,X,243,120,,
1,Z,67,120,,
1,HOLD,2,,,
1,Z_PROBE_LTD,8,2,250,60
2,Z,60,120,,
2,Y,86.5,120,,
2,Z,66,120,,
2,Z_PROBE_LTD,15,2,200,60
2,Z,60,120,,
2,Y,136.5,120,,
2,Z,66,120,,
2,Z_PROBE_LTD,20,2,120,90
0,Z,0,240,, 
0,X,0,240,,
0,Y,0,240,,
